Unnamed: 0,Company,Country,City,BRAND NAME,Category,Mall Name,Location Code Oracle,Store Name,Gross Sale,Markdown,Net Sales,Stock Shrinkage,Cost of Sales,Royalty Expenses,Royalty,Minimum Royalty Commitment,Gross Profit ,Rental Expenses,Basic Rent,Service Charges,Supplemental Rent (If Any),Rent Rebate/Relief,IFRS 16 impact,Personnel Expenses,Salary - Staff,Staff Welfare & Uniform,Overtime Wages,Staff Leave Salary/Bonus Payable,Staff Leave Passage Payable,Gratuity & Terminal Benefits,Medical Expenses,Visa Expenses,Recruitment & Training Expenses,Temporary Staff Salary,Provision for Salary Increments,HRDF Support from Govt.,GOSI (Monthly Fees to Gov.),Staff Insurance (Medical Insu),Vehicle Allowance To Staff,Sales Incentive,Commission & Incentives,Selling & Marketing Expenses,Advertisement,Sales Promotion Expenses,Gift Voucher Redeemed,Shopping Bags & Packing Material,Club Apparel Points Issued,KSA Digital marketing,Other Administrative Expenses,Credit Card Expenses,Water & Electricity Charges,Postage & courier,Communication Expenses,Repairs & Maintenance,Cleaning & Security Charges,Trade Licence & Sponsor Fees,Licence Fees & Taxes-Others,Sponsorship Fee,Insurance,Travelling Expenses,Conveyance,Vehicle Expenses,Salik Card Expenses,Fuel Charges-Vehicle,Audit Fees,Legal Expenses & Other Professional Chrgs.,Gifts & Donations,Printing & Stationery -General,Miscellaneous Expenses,Membership & Subscription,Entertainment Expenses,Miscellaneous items purchased,Transportation Charges,Realised Exchange Losses/Gain,Fine Charges,Parking Charges,Refreshment & Housekeeping,Online Delivery Charges,Withholding Tax,Supply Chain & Distribution Expenses,Supply Chain & Distribution Region Expenses,Supply Chain & Distribution Expenses from UAE,Supply Chain Income from UAE,Store Level Expenses,Store EBITDA,Depreciation,Depreciation.1,Amortisation,Key Money Amortisation,Amortisation of Franchisee Fee,Store Opening Fee,Loss on Demolition of Assets,Loss on Demolition of Assets.1,Store EBIT,Division Expenses,Regional Expenses,UAE corporate Expenses Allocation,India Office Cost,Others if any,Operating Profit,Supporting Center Expenses,Regional Expenses SC,UAE corporate Expenses Allocation SC,India Office SC Cost,Finance Charges,Bank Charges,Finance Cost,Other Income,Income On Overseas Sales,Miscellaneous Income,Price/Trade  Discount / BBZ Loss,Capex  Income,6th Street Margin,Third Party Income (3P Outright / Market Place etc),Provision for Slow moving Inventories,Provision for Slow moving Inventories.1,Net Profit (Before Tax),TAX,Net Profit (After Tax),Bonus  / Incentive,Net Profit (After Bonus)
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,MALL OF THE EMIRATES,1131366724.0,CSC  MALL OF THE EMIRATES 2,1022870.12,0.0,1022870.12,0.0,246082.01605,30686.11,30686.11,0.0,746101.99395,413558.25,322650.0,71215.0,0.0,0.0,19693.25,85393.70853168723,51810.66,940.349740781299,3077.97,3782.4799999999996,569.02,1731.0200000000004,0.0,6525.0,0.0,15548.168790905944,0.0,0.0,0.0,1409.04,0.0,10239.843676190476,10239.843676190476,26955.503576883195,24869.011317590004,0.0,0.0,0.0,2086.492259293192,,137165.8293848207,10228.701200000001,34074.04,0.0,2024.6000000000001,4350.0,0.0,5000.0,0.0,0.0,840.0,2003.4689817112708,2777.8096681333413,2178.0828849477098,0.0,6807.388377555705,1250.0,980.9001743433108,0.0,0.0,0.0,4044.8930981293797,0.0,0.0,0.0,0.0,0.0,0.0,185.7,60420.24500000001,0.0,13386.069001804057,13386.069001804057,0.0,0.0,686699.2041713856,59402.78977861442,100332.29999999999,100332.29999999999,0.0,0.0,0.0,0.0,0.0,0.0,-40929.51022138557,40078.23272823399,0.0,40078.23272823399,0.0,0.0,-81007.74294961957,19548.379697564873,14471.635468799283,5076.74422876559,0.0,10637.904883408979,0.0,10637.904883408979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-111194.02753059342,-10007.462477753417,-101186.56505284,0.0,-101186.56505284
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,SILICON CENTRAL MALL,1132096824.0,CSC SILICON CENTRAL MALL,723982.1,0.0,723982.1,0.0,178749.95265,21719.46,21719.46,0.0,523512.68734999996,0.0,0.0,0.0,0.0,0.0,0.0,76572.28364503421,51148.17999999999,720.833595674169,3453.37,4058.2299999999996,1080.55,1767.3099999999997,0.0,3915.0,0.0,2882.6400493600563,0.0,0.0,0.0,1334.88,6211.29,12144.938680952382,12144.938680952382,18481.143502504434,17004.816765019998,0.0,0.0,0.0,1476.3267374844359,,106385.3254601282,7239.821000000001,19385.0,0.0,2024.6000000000001,12541.0,0.0,2500.0,0.0,0.0,840.0,1432.624599244851,2162.518201085625,1557.0671877142915,0.0,4900.174560757303,1250.0,751.9178971451997,0.0,0.0,0.0,2908.54201418092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46892.060000000005,0.0,9671.503277252416,9671.503277252416,0.0,0.0,223255.19456587164,300257.4927841283,73335.0,73335.0,0.0,0.0,0.0,0.0,0.0,0.0,226922.4927841283,28121.86595806136,0.0,28121.86595806136,0.0,0.0,198800.62682606693,14141.108783036745,10581.294744354285,3559.81403868246,0.0,7548.7802573088275,0.0,7548.7802573088275,44774.833333333336,0.0,0.0,0.0,44774.833333333336,0.0,0.0,0.0,0.0,221885.57111905472,19969.701400714926,201915.8697183398,0.0,201915.8697183398
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,FORSAN CENTRAL ,1101456822.0,CSC FORSAN CENTRAL MALL-ABU DHABI,433449.63,0.0,433449.63,0.0,89743.67075,13003.48,13003.48,0.0,330702.47925000003,0.0,0.0,0.0,0.0,0.0,0.0,53575.02275947422,37093.8,418.7100013797026,2218.14,2999.9900000000002,-116.6400000000001,1518.18,0.0,3915.0,0.0,1744.4427580945176,0.0,0.0,0.0,1038.24,2745.16,2294.4777214285714,2294.4777214285714,11093.622184412134,10208.93085931,0.0,0.0,0.0,884.6913251021342,,86963.46551648721,4334.496300000001,6972.52,0.0,2024.6000000000001,5050.0,0.0,2500.0,0.0,0.0,840.0,853.8013985262209,1332.5156109621005,936.3927153096563,0.0,2958.9050446225597,1250.0,436.76591329880455,0.0,0.0,0.0,1743.0325337678591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55730.436,0.0,5794.89576897032,5794.89576897032,0.0,0.0,159721.48395077244,170980.9952992276,47333.0,47333.0,0.0,0.0,0.0,0.0,0.0,0.0,123647.9952992276,16850.032188902253,0.0,16850.032188902253,0.0,0.0,106797.96311032533,8581.59417216191,6419.208503809152,2162.3856683527583,0.0,4530.636284439552,0.0,4530.636284439552,24219.0,0.0,0.0,0.0,24219.0,0.0,0.0,0.0,0.0,117904.73265372387,10611.425938835146,107293.30671488872,0.0,107293.30671488872
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,ABU DHABI MALL,1101011010.0,CSC ABU DHABI MALL,517565.05000000005,0.0,517565.05000000005,0.0,111791.81597499999,15526.96,15526.96,0.0,390246.27402500005,74736.51000000001,0.0,22980.0,51756.51,0.0,0.0,63584.965185942514,31131.304837696345,521.5245898811557,3623.1499999999996,6688.39,2193.92,3508.92,0.0,7830.0,0.0,4062.955758365016,0.0,0.0,0.0,2224.7999999999997,1800.0,6437.164642857143,6437.164642857143,13282.229180402806,12227.831096500002,0.0,0.0,0.0,1054.3980839028036,,106009.43143658573,5175.650500000001,19739.79,0.0,3669.5875,6750.0,0.0,3333.333333333333,0.0,0.0,840.0,1025.4854543798115,1558.6122780674123,1113.5628433196287,0.0,3506.0652150724636,1250.0,544.0141459641511,0.0,0.0,0.0,2074.472166448919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55428.858,0.0,6889.439221207755,6889.439221207755,0.0,0.0,270939.73966699594,119306.53435800411,9165.0,9165.0,0.0,0.0,0.0,0.0,0.0,0.0,110141.53435800411,20112.883232553973,0.0,20112.883232553973,0.0,0.0,90028.65112545014,10083.498771822698,7544.103301013472,2539.3954708092265,0.0,5392.6130799215825,0.0,5392.6130799215825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74552.53927370586,6709.728534633521,67842.81073907233,0.0,67842.81073907233
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,ATLANTIS- THE PALM,1131071340.0,CSC ATLANTIS- THE PALM,934490.38,0.0,934490.38,0.0,199814.6723,28034.71,28034.71,0.0,706640.9977000001,358244.9395,295118.99,0.0,48370.0,0.0,14755.9495,104266.7691073381,76481.75622732849,774.6567877216252,606.55,6926.7300000000005,3386.4300000000003,2887.14,0.0,7569.0,0.0,3483.8660922879967,0.0,0.0,0.0,2150.6399999999994,0.0,2490.2003857142854,2490.2003857142854,25374.996119724976,23464.81105897,0.0,0.0,0.0,1910.1850607549752,,164679.4827045725,9344.9038,27109.119999999995,0.0,2960.9775,12317.0,0.0,28834.02083333333,65414.3266,0.0,840.0,1805.9284671531784,2253.0346622296565,1965.424030188425,0.0,6095.416128502558,1250.0,808.0620913459636,0.0,0.0,0.0,3631.318591819427,0.0,0.0,0.0,0.0,0.0,0.0,49.949999999999996,0.0,0.0,11922.708156244618,11922.708156244618,0.0,0.0,666979.0959735945,39661.9017264056,94771.6,94771.6,0.0,0.0,0.0,0.0,0.0,0.0,-55109.698273594404,37080.189211374774,0.0,37080.189211374774,0.0,0.0,-92189.88748496918,17332.27103807646,12705.141775930988,4627.129262145471,0.0,9696.695589579707,0.0,9696.695589579707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119218.85411262535,-10729.696870136291,-108489.15724248906,0.0,-108489.15724248906
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,WAFI MALL,1132086787.0,CSC WAFI MALL,387259.27999999997,0.0,387259.27999999997,0.0,84525.18400000001,11617.769999999999,11617.769999999999,0.0,291116.32599999994,63000.0,60000.0,0.0,0.0,0.0,3000.0,38209.42230354577,26921.079999999998,384.75518644453797,1993.7800000000002,2079.46,1010.27,872.3300000000002,0.0,2610.0,0.0,1521.987117101237,0.0,0.0,0.0,815.76,0.0,3707.4575785714287,3707.4575785714287,10300.374861230463,9514.79439879,0.0,0.0,0.0,785.5804624404628,,66322.36818622088,3872.5928000000004,1577.3,0.0,2024.6000000000001,4250.0,0.0,2500.0,0.0,0.0,840.0,766.5916313418317,1136.2904259259994,831.4515578311325,0.0,2611.8669651023874,1250.0,401.34687456750765,0.0,0.0,0.0,1530.425931452021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42729.902,0.0,5072.779307839831,5072.779307839831,0.0,0.0,186612.40223740836,104503.92376259158,18725.0,18725.0,0.0,0.0,0.0,0.0,0.0,0.0,85778.92376259158,15068.973851329854,0.0,15068.973851329854,0.0,0.0,70709.94991126173,7487.607919960049,5544.762781725651,1942.8451382343985,0.0,4021.3204820561236,0.0,4021.3204820561236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59201.02150924556,5328.0919358321025,53872.92957341346,0.0,53872.92957341346
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,AL QANA,1101466896.0,CSC AL QANA,168471.07,0.0,168471.07,0.0,36443.25965,5054.13,5054.13,0.0,126973.68035000001,29203.887,21503.337,0.0,7700.55,0.0,0.0,30410.45775712231,24005.949999999997,140.26688994864148,1517.0800000000002,1800.0,-319.86999999999995,797.3100000000001,0.0,1305.0,0.0,645.6008671736656,0.0,0.0,0.0,519.12,0.0,1021.6621,1021.6621,3893.1455935376684,3550.1143396500006,0.0,0.0,0.0,343.03125388766784,,22914.82984969267,1684.7107,2735.0,0.0,2024.6000000000001,2250.0,0.0,2500.0,0.0,0.0,840.0,326.5763951757241,448.7381674952707,359.48226187441753,0.0,1124.7477659184124,1250.0,146.3155790215885,0.0,0.0,0.0,659.2089802072593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6565.45,0.0,2183.4481023562935,2183.4481023562935,0.0,0.0,89627.43040270894,37346.24994729107,20340.0,20340.0,0.0,0.0,0.0,0.0,0.0,0.0,17006.24994729107,6609.14989127248,0.0,6609.14989127248,0.0,0.0,10397.100056018591,3268.5019836909305,2387.9340932827736,880.5678904081567,0.0,1753.4046805490364,0.0,1753.4046805490364,82.18,0.0,82.18,0.0,0.0,0.0,0.0,0.0,0.0,5457.373391778625,491.16360526007486,4966.20978651855,0.0,4966.20978651855
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,DUBAI MALL,1131181630.0,CSC-DUBAI MALL -SECOND FLOOR,963274.24,0.0,963274.24,0.0,212449.610025,28898.229999999996,28898.229999999996,0.0,721926.399975,273309.75,230515.0,29780.0,0.0,0.0,13014.750000000002,103800.6787742725,79220.44309608387,800.0791272911413,3153.17,4800.03,2481.2299999999996,2372.1099999999997,0.0,5220.0,0.0,3620.4465508974986,0.0,0.0,0.0,1557.3599999999997,575.81,9707.442342857143,9707.442342857143,26224.88798215202,24260.238432570004,0.0,0.0,0.0,1964.6495495820175,,120024.22170785886,9632.742400000001,26945.0,0.0,2530.75,8611.73882246,0.0,12033.333333333332,0.0,0.0,840.0,1865.4078394669882,2397.059124676888,2037.1724987312662,0.0,6334.695386876823,1250.0,834.5807112109876,0.0,0.0,0.0,3754.1755911025707,0.0,0.0,0.0,0.0,0.0,0.0,123.8,40833.766,0.0,12389.920272937725,12389.920272937725,0.0,0.0,545456.9010800782,176469.49889492174,14670.0,14670.0,0.0,0.0,0.0,0.0,0.0,0.0,161799.49889492174,37985.987752346635,0.0,37985.987752346635,0.0,0.0,123813.5111425751,18222.207450297603,13317.438474118739,4904.768976178865,0.0,10003.488448206474,0.0,10003.488448206474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95587.81524407101,8602.903371966397,86984.91187210461,0.0,86984.91187210461
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,SHARJAH,COLDSTONE CREMERY,Food & Beverages,SHARJAH CITY CENTRE,1171022215.0,CSC SHARJAH CITY CENTRE,322551.49,0.0,322551.49,0.0,78867.53,9676.550000000001,9676.550000000001,0.0,234007.41,56561.18,0.0,17855.0,38706.18,0.0,0.0,48052.600375387294,34494.12391371963,411.0053934111865,3024.7900000000004,2276.72,786.1700000000001,941.3700000000001,0.0,3915.0,0.0,1313.501068256476,0.0,0.0,0.0,889.9199999999998,0.0,3555.3840238095236,3555.3840238095236,8566.320226800426,7921.18964113,0.0,0.0,0.0,645.1305856704256,,70173.83067142608,3225.5149,11610.13,0.0,4150.43,5291.0,0.0,5000.0,0.0,0.0,840.0,663.3099021118677,1100.6439119799902,702.0841317422501,0.0,2220.538645035488,1250.0,428.72906171921557,0.0,0.0,0.0,1279.3841188372712,0.0,0.0,0.0,0.0,0.0,0.0,46.55,32365.516,0.0,4255.213094615947,4255.213094615947,0.0,0.0,191164.52839203927,42842.881607960735,3730.0,3730.0,0.0,0.0,0.0,0.0,0.0,0.0,39112.881607960735,12310.881348032017,0.0,12310.881348032017,0.0,0.0,26802.000259928718,6248.794735035879,4671.318223115343,1577.4765119205358,0.0,3324.246776897374,0.0,3324.246776897374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17228.958747995464,1550.6062873195906,15678.352460675873,0.0,15678.352460675873
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,MIRDIFF CITY CENTRE,1131431821.0,CSC MIRDIF CITY CENTRE,1368626.54,0.0,1368626.54,0.0,263890.38844999997,41058.799999999996,41058.799999999996,0.0,1063677.35155,212393.72,0.0,20786.0,191607.72,0.0,0.0,126935.2694306295,88205.62603048002,1524.2724384412295,4337.639999999999,6258.509999999999,1440.6,3144.7799999999997,0.0,6525.0,0.0,5536.840961708258,0.0,0.0,0.0,2002.3199999999997,7959.68,27998.254057142854,27998.254057142854,35274.71750275168,32505.80416726,0.0,0.0,0.0,2768.9133354916794,,156015.67109812296,13686.265400000002,14486.02,0.0,3284.9135,5521.0,0.0,9877.083333333334,0.0,0.0,840.0,2754.648919584442,4400.062692375546,2966.6176984809795,0.0,9370.951661767524,1250.0,1590.003203883948,0.0,0.0,0.0,5493.566688697181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80494.538,0.0,18314.42159860012,18314.42159860012,0.0,0.0,576932.0536872471,486745.2978627529,11410.0,11410.0,0.0,0.0,0.0,0.0,0.0,0.0,475335.2978627529,52624.437251336916,0.0,52624.437251336916,0.0,0.0,422710.860611416,26910.3256256245,20146.50951999296,6763.816105631538,0.0,14218.789719146835,0.0,14218.789719146835,82.18,0.0,82.18,0.0,0.0,0.0,0.0,0.0,0.0,381663.9252666446,34349.753273998016,347314.1719926466,0.0,347314.1719926466
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,AL WAHDA MALL,1101091055.0,CSC AL WHADA MALL,671305.0399999999,0.0,671305.0399999999,0.0,174197.0613,20139.15,20139.15,0.0,476968.8286999999,87105.79500000001,82957.90000000001,0.0,0.0,0.0,4147.895,111915.3084743038,83399.81906882454,680.1487797338293,4488.780000000001,5879.19,2912.85,2694.47,0.0,5220.0,0.0,2687.730625745432,0.0,0.0,0.0,2002.3199999999995,1950.0,11655.23782142857,11655.23782142857,16976.010764820203,15606.44554493,0.0,0.0,0.0,1369.5652198902044,,74740.8354074001,6713.050400000001,7224.64,0.0,2530.75,3076.0,0.0,4166.666666666667,0.0,0.0,840.0,1331.0917549581454,2035.5951344898929,1445.4734441411706,0.0,4553.5184219856665,1250.0,3709.4786414956507,0.0,0.0,0.0,2706.6189436628847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33157.952000000005,0.0,9003.234326219013,9003.234326219013,0.0,0.0,311396.4217941717,165572.40690582822,13680.0,13680.0,0.0,0.0,0.0,0.0,0.0,0.0,151892.40690582822,26050.466930994364,0.0,26050.466930994364,0.0,0.0,125841.93997483386,13132.080784821297,9858.057643057258,3274.023141764039,0.0,7003.073603215363,0.0,7003.073603215363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105706.7855867972,9513.610702811762,96193.17488398543,0.0,96193.17488398543
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,CORNICHE- ABU DHABI,1161012156.0,CSC ABU DHABI CORNICHE,858222.81,0.0,858222.81,0.0,221345.0087,25746.690000000002,25746.690000000002,0.0,611131.1113,190527.75,181455.0,0.0,0.0,0.0,9072.75,116910.26202798716,80425.76978265384,749.7778850230903,2736.5299999999997,5786.33,2168.0999999999995,2727.28,0.0,6525.0,0.0,12363.314360310223,0.0,0.0,0.0,1928.1599999999999,1500.0,7399.331045238095,7399.331045238095,20907.93307935128,19155.630408930003,0.0,0.0,0.0,1752.3026704212784,,122975.64686379954,8582.2281,9566.6,0.0,2277.6749999999997,6980.012747420002,0.0,4166.666666666667,0.0,0.0,840.0,1669.2487540662858,2436.7935633148945,1839.527160999338,0.0,5783.9832524965495,1250.0,782.1103428250494,0.0,0.0,0.0,3394.1312760107567,0.0,0.0,1474.58,0.0,0.0,0.0,0.0,71932.09,0.0,11227.38140767711,11227.38140767711,0.0,0.0,469948.3044240532,141182.80687594682,67515.0,67515.0,0.0,0.0,0.0,0.0,0.0,0.0,73667.80687594682,33670.329475956925,0.0,33670.329475956925,0.0,0.0,39997.47739998989,16732.25083840839,12370.918187345638,4361.332651062751,0.0,8955.750434887903,0.0,8955.750434887903,328.73,0.0,328.73,0.0,0.0,0.0,0.0,0.0,0.0,14638.206126693598,1317.4385514024298,13320.767575291167,0.0,13320.767575291167
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,ABU DHABI,COLDSTONE CREMERY,Food & Beverages,MUSHRIFF MALL,1101241176.0,CSC MUSHRIFF MALL,575186.78,0.0,575186.78,0.0,169451.2777,17255.589999999997,17255.589999999997,0.0,388479.9123000001,97497.75,67060.0,25795.0,0.0,0.0,4642.75,69345.71563005252,50267.1457519105,633.4239790731809,2241.25,3149.1899999999996,1583.3400000000001,1354.5300000000002,0.0,5220.0,0.0,2310.2458990688538,0.0,0.0,0.0,1112.3999999999999,1474.19,11053.343085714285,11053.343085714285,14962.219508356538,13798.384790700002,0.0,0.0,0.0,1163.8347176565371,,93673.65195555562,5751.8678,6134.880000000001,0.0,3669.5875,2926.0,0.0,1000.0,0.0,0.0,840.0,1155.1015118540713,1814.932888280111,1243.113034040959,0.0,3920.5825378111845,1250.0,8116.738940588086,0.0,0.0,0.0,2296.672742981201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53554.175,0.0,7635.1751385312255,7635.1751385312255,0.0,0.0,294167.8553182102,94312.05698178988,8865.0,8865.0,0.0,0.0,0.0,0.0,0.0,0.0,85447.05698178988,22197.23560060632,0.0,22197.23560060632,0.0,0.0,63249.82138118356,11201.47195011712,8372.328227209073,2829.1437229080475,0.0,5969.756404082062,0.0,5969.756404082062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46078.59302698438,4147.07337242859,41931.51965455579,0.0,41931.51965455579
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,SHARJAH,COLDSTONE CREMERY,Food & Beverages,SHUROOQ,1171092294.0,CSC SHUROOQ,632587.61,0.0,632587.61,0.0,169012.56,18977.62,18977.62,0.0,444597.43,52500.0,50000.0,0.0,0.0,0.0,2500.0,70811.77504083909,39838.475746823744,606.3436625768738,6414.950000000001,4602.75,1623.77,2195.34,0.0,6525.0,0.0,6021.945631438468,0.0,0.0,0.0,1483.1999999999998,1500.0,7191.869871428572,7191.869871428572,16268.030282330055,14976.4754029,0.0,0.0,0.0,1291.5548794300557,,171585.40770982276,6325.876100000001,28126.300000000003,0.0,1260.3135,9365.01274742,0.0,2083.3333333333335,0.0,0.0,840.0,1244.4784479000136,1891.3936303452456,1361.250961636816,0.0,4290.128101575958,1250.0,632.4908473303269,0.0,0.0,0.0,2534.381040281038,0.0,0.0,0.0,0.0,0.0,0.0,79.8,110300.649,0.0,8409.721761070827,8409.721761070827,0.0,0.0,326766.80466549133,117830.62533450866,14560.0,14560.0,0.0,0.0,0.0,0.0,0.0,0.0,103270.62533450866,24659.80653068515,0.0,24659.80653068515,0.0,0.0,78610.81880382351,12388.138722903332,9256.200436675334,3131.938286227997,0.0,6604.274546722168,0.0,6604.274546722168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59618.40553419801,5365.656498077825,54252.749036120185,0.0,54252.749036120185
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,LATIFA TOWER,1131341759.0,CSC LATIFA TOWER,410545.07,0.0,410545.07,0.0,102919.126375,12316.349999999999,12316.349999999999,0.0,295309.59362500004,149807.406,142673.72,0.0,0.0,0.0,7133.686,55605.23921385696,40550.28363304906,357.4132210900667,2146.53,2921.9,1013.56,1571.1,0.0,4698.0,0.0,1604.8523597178419,0.0,0.0,0.0,741.5999999999999,0.0,4053.984628571429,4053.984628571429,10566.897653763908,9725.09480975,0.0,0.0,0.0,841.8028440139077,,109552.35168166907,4105.4507,14492.45,0.0,2530.75,3480.0,0.0,4166.666666666667,0.0,0.0,840.0,798.1548997359077,1134.9126773282305,876.957174490008,0.0,2750.447292360476,1250.0,372.82584944253006,0.0,0.0,0.0,1641.1074216452394,0.0,0.0,0.0,0.0,0.0,0.0,46.85,71065.77900000001,0.0,5441.371881516402,5441.371881516402,0.0,0.0,335027.2510593778,-39717.65743437776,9640.0,9640.0,0.0,0.0,0.0,0.0,0.0,0.0,-49357.65743437776,16102.240983944492,0.0,16102.240983944492,0.0,0.0,-65459.89841832225,7981.811211882607,5939.762845646733,2042.048366235874,0.0,4291.6157089913395,0.0,4291.6157089913395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-77733.32533919619,-6995.999280527658,-70737.32605866854,0.0,-70737.32605866854
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,FUJAIRAH,COLDSTONE CREMERY,Food & Beverages,CENTURY MALL- FUJAIRAH,1141012033.0,CSC CENTURY MALL-FUJAIRAH,130165.43,0.0,130165.43,0.0,35051.83,3904.96,3904.96,0.0,91208.63999999998,6508.2699999999995,0.0,0.0,6508.2699999999995,0.0,0.0,36436.05486527149,26555.342146131097,144.64685580003732,3773.9300000000003,1915.08,731.9,816.54,0.0,1305.0,0.0,526.1758633403537,0.0,0.0,0.0,667.4399999999998,0.0,1637.7039142857143,1637.7039142857143,3339.498966498488,3075.74826897,0.0,0.0,0.0,263.7506975284879,,34464.105761663195,1301.6543000000001,4812.86,0.0,2530.75,3983.0,0.0,1000.0,0.0,0.0,840.0,261.64324293586037,416.2566669713302,281.65862177915534,0.0,889.3323229625838,1250.0,150.88442089065978,0.0,0.0,0.0,522.5791861236057,0.0,0.0,0.0,0.0,0.0,0.0,36.5,16186.987,0.0,1738.5158706559505,1738.5158706559505,0.0,0.0,84124.14937837484,7084.49062162514,775.9892108333337,775.9892108333337,0.0,0.0,0.0,0.0,0.0,0.0,6308.501410791807,5019.348968312746,0.0,5019.348968312746,0.0,0.0,1289.1524424790605,2543.1733909907543,1908.6625379144252,634.5108530763289,0.0,1352.6339556677137,0.0,1352.6339556677137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2606.654904179408,-234.59894137614378,-2372.0559628032643,0.0,-2372.0559628032643
,Miraqe General Trading LLC,UNITED ARAB EMIRATES,DUBAI,COLDSTONE CREMERY,Food & Beverages,AL GHURAIR CENTRE,1131016512.0,CSC AL GHURAIR CENTRE,357491.74,0.0,357491.74,0.0,105579.5295,10724.75,10724.75,0.0,241187.4605,41307.53,0.0,5558.35,35749.18,0.0,0.0,43666.78080073546,32419.35,388.48225131198836,647.4,2671.24,1385.3400000000001,1130.5500000000002,0.0,2610.0,0.0,1450.3385494234699,0.0,0.0,0.0,964.08,0.0,6422.496754761904,6422.496754761904,9143.815043289058,8418.218971220002,0.0,0.0,0.0,725.5960720690562,,63783.36349705724,3574.9174000000003,3855.0,0.0,2024.6000000000001,4913.3151876,0.0,4214.285714285714,0.0,0.0,840.0,715.8906618224244,1148.7192537756673,774.3501471381628,0.0,2448.4265036763472,1250.0,405.2346605897949,0.0,220.0,0.0,1437.4929681691249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35961.131,0.0,4780.6164996484,4780.6164996484,0.0,0.0,169104.60259549203,72082.85790450795,45549.75810875,45549.75810875,0.0,0.0,0.0,0.0,0.0,0.0,26533.099795757953,13806.549669730988,0.0,13806.549669730988,0.0,0.0,12726.550126026965,7020.218896067001,5272.365582311075,1747.8533137559257,0.0,3721.254212596392,0.0,3721.254212596392,22233.333333333336,0.0,0.0,0.0,22233.333333333336,0.0,0.0,0.0,0.0,24218.410350696908,2179.656931562721,22038.753419134187,0.0,22038.753419134187
